RespondentID,count
0000024818,1
0000011687,1
0000018752,4
0000024043,4
56-2273283,2
1311600009,1
1384600005,1
20-0497570,1
33-0515201,1
99-0011552,1
0000057110,3
0000057228,11
0000002165,4
0000003218,22
0000015909,3
0000000383,6
0000006062,11
0000006675,4
0000009230,11
0000009348,11
0000011570,10
0000013190,11
0000024495,11
0000060954,9
0000062123,11
0000062574,11
0000062736,11
0000068253,11
0000068415,11
22-3665409,11
33-0962918,10
7292600000,4
76-0512299,7
0000058452,2
0000004398,3
0000034953,11
0000014694,10
0000465243,11
0002580243,11
0000859002,6
0003350658,3
0000017862,11
0000007115,11
0000928618,11
0000008295,11
0000012010,11
0000978118,2
0000032838,11
0000703536,7
0000010184,3
0000018258,11
57-1175755,9
80-0233937,8
0000714723,1
0000123440,5
0000001931,10
0000018915,5
0000019806,8
0000034296,7
0000034791,8
0000035187,8
99-0058273,1
26-0001165,3
20-0617801,5
93-1180672,3
99-0033883,1
32-0283320,2
0000023766,1
20-1068765,2
0000698957,1
0002041034,2
0002751810,4
0003196614,1
0003197956,3
0000003100,2
0000010346,1
0000016476,3
0000034502,1
0660622444,1
1077600005,1
1464300000,1
20-2074253,1
0000058614,1
0000018140,1
99-0027808,1
99-0050028,1
0000057067,2
0000057724,3
0000090196,11
0000090240,9
0000001437,4
0000003552,4
0000008007,4
0000004281,12
0000024540,30
0000024658,10
0000024702,11
0000060793,11
0000061189,11
0000068416,11
58-2427352,4
7218600003,4
0000028555,11
0000015586,11
0000017863,11
0000703870,7
0000058615,8
0000033450,10
0000018303,11
0000019645,11
0000712609,7
0000010680,11
0000022876,11
0000702808,7
0000015748,11
0000018592,11
0000029941,11
0000016026,11
20-0640473,8
20-2684905,8
62-0997810,7
0000058291,7
0000001770,8
0000008953,10
0000012462,5
0000024496,8
0000705652,3
0000000384,6
0000033568,9
0000034459,6
0000057562,7
0000024045,4
0000014695,4
20-1018158,1
36-3744610,1
36-4475681,1
94-3418661,2
0000001932,1
0000010842,1
0000026773,1
0000034008,2
0000034341,2
0000034954,2
1090400005,1
1341000008,1
20-1106529,1
0000058002,1
99-0090179,1
99-0023470,1
99-0035053,1
99-0024523,1
0000057725,3
0000058292,9
0000058454,8
0000000709,7
0000000880,4
0000001438,11
0000009845,9
0000016360,11
0000018304,9
0000024703,11
0000064196,2
0000068255,10
0000068417,11
1025100007,3
1517300001,3
22-3887207,11
26-0836576,1
38-3564305,11
0000800657,1
0002652092,11
0000701305,7
0000024497,11
0000001933,11
0000010799,4
0000708164,5
0000011734,11
0000595430,11
0000014740,11
0003412417,6
0000015136,11
0000017369,11
0000678744,7
0000013516,11
0000354310,7
0000604024,11
0000786555,11
0000022426,6
0000018917,5
72-1333433,4
47-0903141,4
0000714725,4
0000790721,10
0000010843,7
0000016522,2
0000058616,5
27-2182771,3
26-2074895,5
0000009070,2
99-0705551,1
0000015749,1
0000627407,3
20-3404194,2
0000697455,1
0001229228,1
0001950308,2
0003296859,2
0000035071,2
2513500011,1
0000057069,11
0000057113,11
0000057564,10
0000002825,4
0000005174,4
0000000430,11
0000006722,11
0000007000,11
0000007569,11
0000009071,11
0000016479,12
0000018800,11
0000024542,11
0000065088,11
0000068256,11
20-8549934,10
37-1400739,7
41-1887018,1
66-0228482,11
0000001439,11
0000015632,11
0000033119,11
0000018594,11
0000010844,10
0000706707,7
0000009189,11
0000007613,1
0000019980,11
0000011573,11
0000018143,11
0000012013,11
66-0214784,9
47-5133238,2
20-1091645,7
77-0174529,5
23-2689725,1
0000058004,7
0000068300,8
27-3459350,1
0000715455,2
0000718010,1
0000028395,9
0000058617,7
52-0278491,1
45-2042669,1
0000024380,4
0000000386,1
0000009846,4
0000014246,3
0000058005,11
0000058294,3
0000005337,4
0000006679,14
0000017910,9
0000017415,4
0000024543,11
0000024705,10
0000065746,9
0000066970,6
0000068095,11
0000068257,11
0000068301,11
5222209998,11
66-0215720,10
7056000000,11
7119900009,4
0000595270,2
0000007614,11
0001187001,10
0003532641,8
0000431172,8
0000012627,11
0000003393,11
0000029782,3
0000107244,1
0000473266,11
0000700416,7
0000028396,6
0000006110,8
0000646453,7
0000004284,11
0000030447,4
0000027711,11
0000060345,6
76-0578435,7
76-0718556,6
26-0402100,9
20-1864413,1
0000058500,7
0000024994,5
0000034182,8
0000034957,10
0000035235,6
0000058456,5
95-4458743,4
0003830235,1
0000657758,2
0000003104,1
0000015589,3
0000440857,2
0002023218,3
0000014580,3
0000032724,1
7503100002,1
99-0057386,1
0000057565,1
0000058457,10
0000008344,11
0000013690,11
0000024382,11
0000060346,11
0000064199,11
0000066638,11
0000068302,11
1196500014,2
7992700007,10
0000011124,11
0000003105,11
0000019531,11
0000029332,11
0000058619,4
0000702983,7
0000025886,11
0000035236,11
0000027055,11
0000023202,11
0000022311,11
0000010684,7
0000703874,7
0000001936,11
20-0740151,2
36-3679626,4
0000007002,1
0000067367,7
0000014905,10
0000015472,5
0000024049,10
0000715952,2
0000009686,5
0000027550,7
0000029170,10
26-1240092,2
0000019649,3
0000028892,4
0000035074,2
0521991440,1
99-0026480,1
65-0941362,1
0000057611,7
0000058296,10
0000058458,10
0000090245,11
0000002828,9
0000003395,4
0000003719,4
0000005339,4
0000008183,4
0000017868,4
0000000389,11
0000003601,11
0000020035,7
0000060509,11
0000068259,11
2259500005,4
38-2749215,11
38-3616059,11
7855000003,3
93-1092018,3
0000013240,11
0000704315,7
0000006112,11
0000035570,7
0000008796,11
0000000884,4
0000852320,7
0000058502,9
0000973056,11
0000904845,5
0000010685,11
0000008345,4
0000023041,11
0000002710,11
0000019532,11
0000014744,11
33-0106473,2
26-1773722,8
03-0486044,2
34-1324301,1
0000702984,1
0000708050,4
0000715953,3
0000718013,2
0002942823,10
0000008507,9
0000018641,10
0000022925,8
0000058340,5
26-0424388,6
0001198641,3
99-0013223,1
0000083450,1
0000403058,1
0003462092,4
0000005672,3
0000027056,1
0000034959,1
38-3590030,1
03-0388980,1
06-1261964,1
1440100006,1
0003470930,2
0001892172,1
0000058297,5
0000058341,10
99-0359290,6
0000002054,4
0000006069,4
0000008797,11
0000009237,11
0000010848,11
0000023042,8
0000024708,11
0000060799,11
0000061077,11
0000061121,7
0000061239,6
0000061734,10
0000066973,11
0000067864,11
0000068304,11
1052000001,9
20-1107803,2
20-2657082,4
58-1756619,2
7806400002,3
91-2191441,4
95-4578022,2
0000005673,11
0000027552,11
0000059070,5
0000017751,11
0000012512,11
0000018480,11
0000012017,11
0000011739,11
0000002711,11
0000003440,11
0000033005,11
0000703920,7
0000017094,13
0000717079,7
0000010730,11
0000700257,7
0000030332,4
0000024384,8
41-1981350,8
57-1016947,1
14-1667104,2
0000058503,8
0000023204,7
0000705991,3
0000715954,4
0000033618,5
0000034347,7
0000035076,10
0000068593,2
26-1227062,5
0000016527,5
99-0128089,1
0000014583,4
0000022764,4
02-0638418,4
0000010073,3
0000033456,2
0000034842,2
99-0664336,1
0000004287,1
0000000435,11
0000000930,4
0000001821,21
0000008680,11
0000010687,11
0000013242,22
0000017914,11
0000023494,11
0000064084,11
0000066479,11
0000067252,11
35-1714970,11
0471809999,11
0510312284,3
1390800005,9
20-0309144,2
3000809992,11
7892400000,4
0000527954,7
0000001164,11
0000012513,11
0000498317,5
0000005674,11
0000914648,6
0000706432,7
0000057569,9
0000008798,11
0000016410,16
0000035077,10
0000976226,11
0000013198,11
0000012018,11
0000029786,11
0000013080,1
0000057451,6
0000068594,8
0000015970,11
0000064408,4
0000701149,7
0000004945,15
0000011578,11
0000285151,11
0000615217,11
0000067865,8
26-4193875,7
95-4657278,1
26-1193089,1
0000022152,6
0000023656,5
0000707774,1
0000132853,6
0000772745,7
0001190074,7
0000008185,6
0000021874,10
0000034186,9
0000034348,10
0000058342,2
58-2363251,4
32-0095778,5
0000146056,4
0000005179,4
0000022765,1
20-1017813,2
0001426027,2
0000034843,2
0000005836,1
1238600006,1
0003197684,1
0000003892,1
0000058181,10
0000058299,7
0000058343,3
0000000887,15
0000003280,4
0000004171,4
0000005224,14
0000008186,4
0000002551,11
0000015476,2
0000060683,11
0000063194,11
0000065138,11
0000067253,8
0000067866,5
22-3231724,3
38-3417864,3
62-1859487,11
7871300007,3
0000024430,11
0000012190,8
0000011623,9
0000009734,11
0000012514,11
0000029831,10
0000001660,11
0000057614,3
0000018149,10
0000033458,11
0000010688,11
0000068595,8
0000008230,3
30-0051894,5
95-4671903,7
77-0455415,6
54-2096352,2
45-4269202,1
0000017591,9
0000022928,5
0000001778,10
0000033953,8
0000035573,7
20-2594480,5
20-1111927,1
0000001165,4
0000034187,4
0000034231,3
0000035078,3
11-3332289,2
77-0463885,1
0000057453,11
0000057615,6
0000058506,10
0000008349,14
0000000770,12
0000008187,11
0000011011,10
0000014135,11
0000019536,4
0000062628,11
0000067911,11
04-6597930,9
2334200008,3
33-0607813,9
3733609993,11
38-3434794,2
74-2463337,2
75-3170028,10
73-1488004,3
0000016863,11
0000662659,4
0000236706,11
0000033503,11
0000106359,2
0000035123,11
0000795968,11
0000005676,9
0000012515,11
0000034683,11
0000000275,7
0000539377,4
0000707938,7
0000011462,11
0000703879,7
0000068596,8
0000060189,7
0000021920,11
26-3295749,7
83-0310268,7
26-1796172,2
45-4767165,1
0000023658,10
0000704652,1
0001010930,10
0000000932,7
0000022811,10
0000027393,8
0000034232,10
99-0717970,1
0000014748,4
04-3273356,1
20-2873364,2
35-2157466,2
0000703310,1
0001844340,2
0002039488,2
0002808358,1
0003107423,1
0000015521,2
1169500002,1
57-1126920,1
0003278154,2
0000018032,2
31-1546027,2
0000003444,4
0000006568,4
0000008070,4
0000018033,2
0000010572,11
0000023541,9
0000060847,11
0000063196,11
0000064131,11
0000066364,11
13-3753941,11
20-2923657,2
52-2318771,2
7110800000,4
7784800005,4
0000009123,11
0000014749,11
0000008188,11
0000018484,11
0000703267,7
0000027556,11
0000034233,11
0000008232,11
0000014587,11
0000010734,11
0000700143,7
0000015478,11
0000016369,1
0000010121,11
0000009079,11
0000059074,3
0000007297,8
0000068641,5
0000068597,8
0000000320,7
0000027394,11
0000023992,14
27-3627801,6
45-2816712,2
27-2230064,1
06-1728628,1
0000058345,6
0000058796,8
0000001167,6
0000013083,8
0000017142,6
0000033009,10
20-5832291,4
74-2949159,5
99-0018016,1
0000017917,1
2305200016,1
26-1546756,2
0000034189,1
0000003896,4
0000008071,2
0000014470,7
0000004336,5
0000006613,9
0000013741,10
0000022769,29
0000060686,11
0000066365,11
0000067300,11
0000067869,5
20-3153805,10
1662300004,5
22-2812732,11
26-0021318,11
7261400008,2
7673900008,11
0001842065,7
0002489805,7
0000033794,11
0000012517,11
0000027601,11
0000015974,11
0000207872,11
0002705895,4
0000030788,5
0000391959,6
0000009737,11
0000012850,11
0000023498,7
0000010122,10
0000160360,11
0000012968,11
0000058508,9
0000177957,11
0000021265,11
0000704492,7
0000068598,8
0000777375,1
0000703150,7
0000034685,11
46-3676810,3
22-3048514,2
27-3489257,1
82-0758546,1
42-1295369,9
0000006451,3
0000008846,7
0000010735,9
0000023993,5
0002209553,10
0003490871,6
0000005722,10
0000013408,10
0000034072,10
0000034847,5
0000597555,2
20-0011823,6
0000023047,3
0003168563,2
0003637229,1
0004727417,3
20-2339107,1
0002999845,4
0000013084,3
0000034234,4
0000013697,1
0000024271,1
20-0302622,1
65-0976550,1
99-0026649,1
0003688566,1
0000057456,5
0000058185,5
0000058347,10
0000058509,10
0000000773,4
0000004175,4
0000005066,4
0000007794,4
0431831939,2
0000001213,21
0000005561,11
0000021428,5
0000022157,11
0000023705,2
0000062018,11
0000062513,9
0000063198,2
0000068148,10
0000068481,10
1284300009,2
39-1888397,2
7230000003,11
91-2006136,11
0000704817,7
0000034686,6
0000703313,7
0000012969,11
0000008234,2
0000009620,11
0000014633,11
0000000160,11
0000068599,9
0000068643,4
0000703764,7
0000062964,4
0000058680,4
20-2553605,3
66-0705554,6
27-0349391,7
20-8745846,7
20-4949947,9
80-0803847,1
0000013742,8
0000022652,10
0000010123,10
0000011465,6
0000012518,10
0000014471,6
0000015975,8
0000020537,10
0000024272,10
0000035577,5
0000058842,4
13-3098068,3
0000016910,1
0000017595,3
0000023543,3
20-0557441,1
20-3207833,4
0000027602,2
72-1332273,1
0000007506,12
0000013248,4
0000015525,4
0000018036,3
0000016416,7
0000061623,11
0000062352,11
0000062514,11
0000062965,11
0000068482,11
33-0419159,4
43-1946037,1
59-0701313,5
7765600003,4
0000915878,7
0001015560,6
0000290052,4
0000005229,5
0000011466,11
0000008235,1
0000703927,7
0000813853,11
0000023049,4
0000017145,4
0000034074,11
0000008730,2
0000022040,17
0000058186,8
0000700641,1
0000058230,9
0000004789,11
0000058348,7
0003072606,5
0000704656,7
0000701532,7
0000066529,8
0000029061,1
0000068644,3
35-2195549,7
0269330007,1
91-1441009,5
20-1875448,6
58-1880519,6
33-0886403,6
0000023544,8
0000033183,10
38-3544930,3
20-8613267,5
0000061128,3
0001158832,3
0001844957,2
0002751995,4
0000016911,3
0000017640,1
0000018531,1
0000027397,4
0000027559,3
0000035578,3
99-0014617,1
0000005724,1
20-1720917,1
55-0801343,1
23-3943038,1
99-0035281,1
0000058682,6
0000003781,4
0000008074,4
0000018037,4
0000000162,11
0000000324,25
0000002601,10
0000003943,11
0000007345,11
0000007840,11
0000011962,11
0000013131,9
0000018983,19
0000060238,11
0000067592,8
0000068483,11
0000096761,11
1706800009,3
2085300005,5
33-0443423,5
3435709992,7
81-0615913,10
0000015977,21
0000017308,11
0000027280,11
0000026218,11
0000010576,4
0000033508,11
0000715682,7
0000010125,11
0000032293,7
0000708059,7
0000068645,3
0000016417,11
0000024887,1
68-0151632,7
16-1313078,3
0000058231,9
65-0763054,7
47-3963992,2
0000003286,5
0000008731,6
0000023545,5
0000714007,2
0000010620,3
0000026713,9
0000022654,1
20-0967691,2
0000020872,3
0000026551,1
0000035461,2
0562317863,1
1043700006,1
27-0071832,1
55-0787693,1
99-0013727,1
52-2178654,1
0000057954,11
0000002558,3
0000015365,4
0000002440,11
0000004060,11
0000007184,10
0000007346,11
0000013583,11
0000017642,11
0000060239,11
0000066369,10
04-3516820,6
1095600009,2
20-2749403,11
36-3853498,2
4264609991,8
57-1102490,5
61-1402063,5
93-1248952,11
0000034120,11
0000706278,7
0003812147,3
0000001711,11
0000017598,11
0000012854,11
0000000325,11
0000231149,6
0000703767,7
0000026390,11
0000016094,6
0000034076,11
0000012241,5
0000068646,3
0000023546,11
0000163370,4
0000024888,1
01-0681100,6
30-0376657,9
59-3591757,5
0000008237,1
0000006293,6
0000700805,5
0000701039,2
0000714792,5
0000717960,6
0000014023,5
0000018984,5
0000033842,9
0000034689,7
0000034733,10
20-4648575,6
36-4477404,5
52-1996388,6
0002330895,1
0000017480,2
99-0058215,1
0000011512,2
0000023708,1
0000023997,1
20-0749298,1
0000017309,3
0000022042,3
0000026552,3
7892800004,1
0000378651,1
99-0024096,1
0000057298,10
0000057342,2
0000057504,11
0000058189,10
38-3520939,6
0000002397,4
0000004223,4
0000007509,11
0000014970,4
0000018039,3
0000002441,11
0000003945,11
0000005727,11
0000019263,11
0000023709,10
0000024438,11
0000060735,11
0000064588,7
0000066865,11
0000068485,11
02-0580719,2
0219309999,11
1727500009,3
20-0443298,4
20-5282261,3
26-1234082,10
7245500008,4
9406900007,11
95-4659941,2
0000009462,11
0000012855,11
0000026715,11
0000023880,11
0000008120,11
0000004061,2
0000016752,11
0000029839,3
0000034121,11
0000010578,4
0000703155,7
0000021927,6
0000068647,3
03-0488052,5
38-2750395,7
27-0019832,3
26-0813134,6
61-1645461,6
0000057955,4
26-3264687,6
0000024320,8
0000026553,7
0000034239,5
0000034572,10
0000058846,3
20-4318400,5
52-0278549,1
0000003288,1
0000014024,4
0000017599,3
0000033799,3
0000035463,3
33-0668958,1
7307600002,1
0000016590,2
26-9330007,1
0000057794,2
0000058072,3
0000000165,4
0000001669,4
0000002893,4
99-0004658,1
0000011190,6
0000012199,11
0000022657,11
0000060079,11
0000062969,11
0000064471,11
0000068486,3
0000068530,10
87-0425214,2
0142309995,10
1097500000,11
1151100005,11
2487300002,3
31-1480758,4
6453909996,4
7635500004,11
7902600002,10
0000016753,11
0000010623,11
0000021928,11
0000229801,7
0000266945,8
0000014025,11
0000150727,11
0000009463,11
0000007799,11
0000008572,11
0000004675,7
0000011019,11
0000032296,7
0000058234,5
0000000327,11
20-5479066,3
32-0016270,8
38-2849685,1
58-2307082,9
0000010128,6
0000023999,3
0000308443,9
0000468806,7
0000022819,6
0000033844,6
0000034573,10
0000035013,9
99-0001372,1
0002389857,1
0000023430,4
0000023881,1
20-0258466,3
20-4554076,1
0000123178,4
0002040989,2
0002748650,2
0002752321,4
0002888592,1
0000016591,1
0003259171,1
43-1469936,1
99-0000148,1
0000058073,5
0000000210,15
0710456844,4
0000003947,11
0000004676,10
0000012857,14
0000015863,10
0000060575,3
0000067596,2
0000067802,10
0000068531,10
1182900008,5
3931809996,11
58-2425019,7
61-1392130,6
7022100001,4
7257500009,10
7372500007,4
7515900008,4
0000001390,11
0000010011,4
0000016916,11
0000012406,11
0000035014,3
0000005116,5
0000000661,11
0000008122,11
0000026555,11
0000028670,11
0000012082,15
0000035465,11
0000033188,11
0000028788,11
0000033845,11
0000026393,11
33-0419992,6
27-1438405,2
94-3195577,7
0000715686,2
0000022496,6
99-3251081,1
0000029561,3
7443500002,1
0000057796,2
0000058074,10
0000058236,8
0000003786,4
0000006503,4
0000002606,7
0000003830,11
0000005612,11
0000024279,11
0000024774,6
0000060125,10
0000060738,10
0000067146,10
0000067597,5
1609800004,5
20-5238443,10
2111400007,4
42-1586715,10
75-2511480,10
0000886624,11
0000005568,11
0000284154,9
0000487357,7
0000576952,11
0000017484,11
0000920210,5
0000016593,9
0000002444,11
0003591282,4
0000706164,7
0000019879,4
0000715731,3
0000617677,7
0000026556,11
0000658924,11
84-1347792,7
27-1970388,4
46-1954392,4
0000012858,6
0000062358,7
0000063249,5
0000016142,9
0000701538,4
0000705273,6
0000706326,3
0000714840,2
0000037743,9
0000001715,7
0000003335,6
0000009014,6
0000026600,9
0000027447,6
0000033846,10
0000020921,6
0000066750,2
26-2939907,4
26-4237382,3
0000259657,1
0000001391,3
99-0023415,1
0000147174,3
0001844845,2
0002907484,2
0000027942,4
0000032955,3
0000057507,1
7127800003,1
0000009465,1
99-0034107,1
0000034575,1
0000057346,2
0000057508,6
0000057841,11
0000007071,4
0000008575,4
0000006009,6
0000012084,11
0000012697,11
0000066751,11
0000067642,11
0000067804,11
0000068038,11
0000068371,6
1283100000,5
1640000002,2
20-1571613,2
20-4298128,2
20-8009003,7
2073700008,7
26-1839562,1
27-0011311,3
3837309996,5
7197100004,4
0000015414,11
0000014479,11
0000014028,11
0000014361,11
0000027943,11
0000026601,11
0000027286,11
0000022993,1
0000011355,11
0000017809,11
0000025053,6
0000707056,7
0000010464,11
0000014974,11
0000080061,9
0000026395,11
0000062854,7
66-0736233,8
06-1522806,9
27-4626537,5
0000058075,3
0000013137,9
0000067147,3
22-3649165,1
0000004065,6
0000019762,7
0000034125,6
0000034620,10
0000035016,6
0000059010,5
99-0008891,1
56-0811711,2
0000027330,1
99-0058058,1
1120300000,1
1679100005,1
20-1106646,1
2397100005,1
56-2481329,1
0000058238,4
0000001555,4
0000006343,4
0000013138,4
0593606823,3
0000000051,11
0000001104,11
0000001717,11
0000010465,22
0000063133,11
0000064970,11
0000065861,11
0000066752,11
0000067481,11
0000067599,11
0000068372,11
20-2718340,11
2132100007,4
2149009991,11
22-2437469,10
26-2119507,1
52-2276553,11
6443809990,11
7569700002,4
7659900002,4
0000945053,7
0000693224,11
0000013020,11
0000016757,11
0000506249,4
0000028178,11
0000014029,10
0000453446,11
0000008576,11
0000016595,4
0002963547,11
0000852218,7
0000020310,11
0000015091,15
0000006794,11
0000058689,9
0000707101,7
0000028222,11
0000063584,8
13-4225190,5
72-0593959,7
27-2114578,4
72-1441479,7
20-8872754,6
0000003175,6
0000007685,10
0000021319,8
0000701260,5
0003453737,6
0000026396,5
0000027331,5
0000029069,8
0000033686,5
0000034577,7
99-0057212,1
0000068534,3
0000005001,1
0000014362,1
0000022705,1
11-3324993,4
0000478449,1
0000968436,3
0000000664,3
0000000826,1
7944000002,1
0000208655,1
90-0118761,1
0000057186,5
0000057348,10
0000057681,6
0000057799,6
0000058121,11
0000058239,11
37-1429918,3
0000000827,4
0000004229,4
0000000665,11
0000001394,4
0000001718,11
0000002285,11
0000010015,22
0000019269,11
0000024326,11
0000062243,11
0000066258,11
0000068373,11
32-0035805,2
7709200006,2
0000027332,11
0000024777,7
0000009963,11
0000011519,11
0000010628,7
0000007848,11
0000005615,11
0000035513,11
0000016307,5
0000020429,11
04-2802284,7
0000028836,11
0000067644,8
0000703043,7
0000026559,11
0000012699,11
36-4176531,8
46-4200240,1
76-0565087,1
91-1841798,6
0000002780,7
0000021158,5
0000706824,2
0000717967,3
85-0253247,4
99-0057213,1
0000025668,8
0000026397,5
0000028179,7
0000034127,5
0000034460,10
0000058572,3
20-3207725,5
0000017487,4
0000022706,4
0000022995,3
20-2279853,2
20-2760380,2
0000034578,3
0000035469,1
1447200001,1
74-2590249,1
0000057187,7
0000057844,9
0000017983,4
0000000053,11
0000024165,11
0000024327,11
0000068374,11
0000068536,11
05-0592716,2
1048900004,10
43-1918759,10
7786700007,2
0000035514,11
0000013022,19
0000940311,11
0000010467,11
0000878898,3
0000324649,2
0000021041,11
0000024660,10
0000022545,11
0000034010,5
0000717968,7
0000016803,11
0000002448,4
0000015417,11
0000062406,5
0000065412,2
0000015912,11
0000654300,6
11-3019327,3
99-0026263,1
0000067645,5
0000007236,10
0000015750,7
0000700489,3
99-0014347,1
0000015868,10
0000016308,10
0000016641,6
0000027946,5
0000031004,8
0000034623,5
0000058122,4
0000064972,2
0000006958,2
0000014977,4
0000024778,2
04-3721145,3
0000831727,1
0002519001,2
0002616076,2
0000018261,4
2493100003,1
36-4287467,1
55-0823727,1
83-0419587,1
0000057845,7
0000002449,14
0000017984,4
0000000216,10
0000004726,11
0000007688,11
0000009965,11
0000024661,14
0000060463,5
0000062245,11
0000066142,10
0000066593,11
0000067646,4
0000068375,11
11-3412303,11
1816100004,7
20-0514512,3
56-1704786,3
0000022997,11
0000015300,11
0000003060,11
0000706051,7
0000016804,11
0000000054,11
0000058574,9
0000013023,20
0000002782,11
0000712117,7
0000008128,11
0000026605,11
0000024823,11
0000705278,7
94-2229242,4
71-0697350,6
27-2070732,2
0300217804,1
81-2535190,1
0000012132,5
0000017038,8
20-4305934,2
0000005950,6
0000023275,10
0000058736,6
99-2712978,1
99-0013295,1
0000011197,1
0000024779,2
0000006184,1
0000010512,1
0000028225,3
0000032185,3
0000032347,4
0000011241,2
20-1825066,1
2120900003,1
0000057071,11
0000057684,11
0000004727,4
0000006509,4
0000006842,4
0000014979,4
0000017985,8
0000001108,10
0000002170,10
0000002288,3
0000003061,11
0000005500,11
0000006680,20
0000007238,11
0000010351,9
0000015095,10
0000016030,11
0000062903,11
0000066594,11
0000068376,11
0000082794,11
1541500004,2
66-0227873,11
7092200000,4
7223200006,2
7386000006,4
0000807348,11
0000932745,5
0000013637,11
0000672573,4
0000014410,11
0000479839,11
0000015257,11
0000636771,11
0000139656,6
0000528960,5
0000023771,11
0000028677,7
0002333298,11
0000016643,11
0000015752,11
0000933023,9
26-1908614,7
46-4215283,1
0000064361,4
0000032348,11
0000026444,11
0000024824,7
26-1242154,8
14-1770243,1
39-2051009,8
95-4588714,9
71-0456844,6
0000021494,4
0000718086,1
0000036858,6
0002044820,10
0003402575,8
0000002945,10
0000020152,8
20-0666038,1
20-1600309,2
20-5319412,2
0000686271,4
0001845011,2
0002738857,3
0003154481,2
0000020927,1
0000027173,3
0000015590,1
1196400007,1
2324900006,1
7439600003,1
0000761178,2
99-0021521,1
0000057072,11
0000057847,6
0000058125,5
0000004115,4
0000017986,4
0000006681,11
0000012585,5
0000013638,8
0000024212,10
0000063020,11
0000063589,8
0000064029,10
0000066595,11
0000068377,11
0000068421,11
0000068539,11
63-1254889,11
66-0329330,9
68-0309242,10
0000013025,11
0000025103,11
0000708286,1
0000002289,11
0000006186,8
0000011694,11
0000015258,11
0000015302,13
92-0164378,7
0000001398,12
0000058576,8
0000013476,9
86-0634557,9
46-0530020,3
75-2623852,6
47-0833531,4
27-0993345,1
0000022548,6
0000000056,9
0000009354,7
0000701427,2
0000704433,3
0000009967,5
0000026283,7
0000026607,6
0000035355,10
04-3474891,1
0000023772,8
0000002333,4
0000021495,4
0000026896,1
0000027336,3
81-0648054,1
99-0034447,1
0000058620,1
0000057073,5
47-0927376,9
0000000057,4
0000003676,4
0000008464,2
0680550727,2
0000001399,18
0000005458,2
0000007573,11
0000012630,11
0000060466,11
0000062905,11
0000067982,11
0536900124,4
1312700006,3
1986500009,3
57-1193906,2
7235200007,2
7440000009,4
0000019813,11
0000016032,11
0000883959,2
0000143662,7
0000019200,11
0000710176,7
0000013972,9
0000017374,11
0000491251,11
0000024169,11
0000058577,9
0000030117,11
0000014863,6
0000371362,2
0000011406,11
0000747257,9
0000012135,11
0000058739,9
0000015592,11
0000023773,4
0000009517,11
0000001281,11
0000466754,11
0000816304,11
56-2187972,2
0000024826,7
0000006187,1
0000021658,8
0000704434,7
33-0750812,8
76-0448253,5
0000018427,6
0000024051,9
0000702319,6
0000708287,4
0000712002,2
0000010191,6
0000016483,10
0000034627,10
0000058621,5
66-0655492,4
0000170716,2
0000702201,1
0000507479,2
0000003720,4
0000023160,2
20-1909769,2
56-2342456,1
0001072246,4
0003442889,3
0000000219,3
0000009968,3
0000011244,3
0000026446,1
1525600001,1
62-1738985,1
62-1809814,1
26-1749578,1
0000057074,10
0000058127,11
71-0799379,10
0000002335,4
0000004612,4
0000000102,4
0000007079,6
0000009518,10
0000014369,22
0000023279,11
0000024214,15
0000024665,9
0000062087,5
0000065912,9
0000066597,11
0000067532,11
0000068423,11
31-1782970,3
38-3358941,11
02-0772844,1
2119500009,4
26-0758174,10
51-0415301,11
68-0314095,11
7392200000,2
76-0589582,9
86-1092244,11
0000011407,11
0000001895,11
0000014251,9
0000000058,11
0000010354,11
0000018761,6
0000017870,11
0000018266,11
0000022883,7
0000007123,1
0000015593,11
0000013478,2
0202693054,1
34-2000096,7
0931296762,1
20-2471369,3
0000010192,10
0000035519,8
0000058460,5
0000058578,3
02-0647942,6
0000024827,5
0000003226,1
0000057236,1
26-3322936,1
0000003839,2
0000013973,2
0000021541,4
0000026942,1
0000030118,1
0000034628,3
91-1168981,1
1964000005,1
0000035357,2
0000017988,2
0000057732,8
0000001283,4
0000000554,7
0000006233,7
0000015143,11
0000024710,11
0000062745,11
0000066642,11
0000067984,11
3028209994,11
3840409990,11
43-1922769,2
7034900003,4
7559200004,8
7748100001,7
7854600002,5
7953100005,3
0000480228,7
57-0761331,8
0000028068,11
0000008510,11
0000014252,11
0000863746,11
0000025106,2
0003351440,8
0000018429,4
0000952846,2
0000011903,11
0000015305,11
0000001607,11
0003020447,11
0001387203,2
0000013479,11
0000210434,11
0000020156,11
0000016980,11
0000708333,4
0000656377,7
0000941541,9
0000442806,6
0000003722,9
0000004118,9
0000013028,7
0000030119,11
0000571443,11
0000096658,4
73-1577221,7
86-0860478,7
54-1994393,7
0000058579,8
26-2689428,7
0000016809,10
0000023937,10
0000701925,2
0000355821,9
0002347044,7
0000000059,6
0000021704,10
0000026448,7
0000024053,5
86-0443435,2
26-4276901,3
75-3011781,5
0000006684,5
0000286279,1
20-8762600,2
20-4651133,3
0000038526,1
0003104039,4
0000019653,1
0000020769,1
0000034016,3
0000006189,1
06-1554666,1
38-3515541,1
62-1717999,1
7343000001,1
0000005504,1
0000068262,1
0000057689,9
0000057733,10
0000001608,11
