Activity Year,Respondent Identification Number,Agency Code,Parent Identification Number,Parent Name,Parent City,Parent State,Region,Assets,Other Lender Code,Respondent Name,Respondent Address,Respondent City,Respondent State,Respondent Zip Code,Tax ID
2009,0000030637,3,          ,                              ,                         ,  ,02,0000162453,0,GREENVILLE SAVINGS BANK       ,233 MAIN STREET                         ,GREENVILLE               ,PA,16125     ,25-0361790
2009,0000030693,3,          ,                              ,                         ,  ,09,0000107908,0,VALLEY SAVINGS BANK           ,140 PORTAGE TRAIL                       ,CUYAHOGA FALLS           ,OH,44221     ,34-0173460
2009,0000030696,3,          ,                              ,                         ,  ,13,0000347481,0,ORANGE SAVINGS BANK           ,812 N 16TH STREET                       ,ORANGE                   ,TX,77630     ,74-1199481
2009,0000030704,3,          ,                              ,                         ,  ,02,0000542753,0,MAGYAR BANK                   ,400 SOMERSET ST                         ,NEW BRUNSWICK            ,NJ,08901     ,22-1085787
2009,0000030744,3,          ,                              ,                         ,  ,09,0000047211,0,BELPRESAVINGS BANK            ,P.O. BOX 39                             ,BELPRE                   ,OH,45714-0039,31-4371154
2009,0000030846,3,          ,                              ,                         ,  ,05,0000462283,0,HERITAGE BANK                 ,242 E STOCKBRIDGE RD STE 12             ,JONESBORO                ,GA,30236     ,58-0659995
2009,0000030864,3,          ,                              ,                         ,  ,09,0000271558,0,MCHENRY SAVINGS BANK          ,353 BANK DRIVE                          ,MCHENRY                  ,IL,60050     ,36-2315815
2009,0000030951,3,          ,                              ,                         ,  ,13,0000097859,0,TEXAS SAVINGS BANK            ,4500 COLLEGE AVE                        ,SNYDER                   ,TX,79549     ,75-0953076
2009,0000031004,3,          ,                              ,                         ,  ,09,0000063489,0,TWIN OAKS SAVINGS BANK        ,125 WEST BLUFF STREET                   ,MARSEILLES               ,IL,61341     ,36-1435750
2009,0000031027,3,          ,                              ,                         ,  ,02,0015239790,0,WESTERNBAK PUERTO RICO        ,PO BOX 1180                             ,MAYAGUEZ                 ,PR,00681     ,66-0222562
2009,0000031043,3,          ,                              ,                         ,  ,13,0000116326,0,INTERSTATE BANK  SSB          ,5085 S COULTER ST.                      ,AMARILLO                 ,TX,79119     ,75-0994823
2009,0000031084,3,          ,                              ,                         ,  ,05,0000873303,0,FIRST SOUTH BANK              ,1311 CAROLINA AVE                       ,WASHINGTON               ,NC,27889     ,56-0266599
2009,0000031158,3,          ,                              ,                         ,  ,13,0000183587,0,FIRST SOUTHERN BANK           ,P O BOX 268                             ,COLUMBIA                 ,MS,39429     ,64-0386262
2009,0000031188,3,          ,                              ,                         ,  ,02,0000137701,0,NORTH PENN BANK               ,216 ADAMS AVENUE                        ,SCRANTON                 ,PA,18503-1692,24-0716410
2009,0000031203,3,          ,                              ,                         ,  ,05,0006270436,0,BANK OF NORTH GA              ,8025 WESTSIDE PKWY                      ,ALPHARETTA               ,GA,30004     ,58-0835154
2009,0000031263,3,          ,                              ,                         ,  ,02,0000672728,0,K BANK                        ,11407 CRONHILL DRIVE  SUITE N           ,OWINGS MILLS             ,MD,21117     ,52-0738784
2009,0000031286,3,          ,                              ,                         ,  ,02,0001196580,0,1ST MARINER BANK              ,1501 S. CLINTON STREET                  ,BALTIMORE                ,MD,21224     ,52-0323080
2009,0000031369,3,          ,                              ,                         ,  ,09,0000043607,0,TREMONT SAVINGS BANK          ,101 S. CHESTNUT ST.  PO BOX 9           ,TREMONT                  ,IL,61568-0009,37-0554325
2009,0000031445,3,          ,                              ,                         ,  ,05,0001115362,0,MACON BANK  INC.              ,ONE CENTER COURT                        ,FRANKLIN                 ,NC,28734     ,56-2004870
2009,0000031461,3,          ,                              ,                         ,  ,02,0000824402,0,HARLEYSVILLE SAVINGS BANK     ,271 MAIN STREET                         ,HARLEYSVILLE             ,PA,19438     ,23-0672875
2009,0000031469,3,          ,                              ,                         ,  ,02,0005839415,0,ORIENTAL BANK AND TRUST       ,PO BOX 195115                           ,SAN JUAN                 ,PR,00919-5115,66-0259436
2009,0000031595,3,          ,                              ,                         ,  ,02,0000644241,0,FIRST STAR BANK               ,418 W. BROAD ST.                        ,BETHLEHEM                ,PA,18018     ,24-0757625
2009,0000031762,3,          ,                              ,                         ,  ,13,0000041007,0,GREATER SOUTH TEXAS BANK      ,131 E. RICE STREET                      ,FALFURRIAS               ,TX,78355     ,74-1810448
2009,0000031813,3,          ,                              ,                         ,  ,09,0000014785,0,ARCOLA HOMESTEAD SAVINGS BANK ,110 N. OAK ST. P. O. BOX 98             ,ARCOLA                   ,IL,61910     ,37-0157465
2009,0000031964,3,          ,                              ,                         ,  ,14,0000912705,0,LIBERTYBANK                   ,355 GOODPASTURE ISLAND ROAD  SUITE 2000 ,EUGENE                   ,OR,97401     ,93-0698568
2009,0000031966,3,          ,                              ,                         ,  ,14,0000055570,0,SECURITY FIRST BANK           ,500 W 18TH STREET                       ,CHEYENNE                 ,WY,82001     ,83-0237591
2009,0000032102,3,          ,                              ,                         ,  ,02,0009048489,0,DORAL BANK                    ,DORAL FINANCIAL PLAZA                   ,AVE. ROOSEVELT 1051      ,PR,00921     ,66-0387312
2009,0000032158,3,          ,                              ,                         ,  ,14,0012264416,0,STERLING SAVINGS BANK         ,111 N WALL ST                           ,SPOKANE                  ,WA,99201     ,91-1166044
2009,0000032173,3,          ,                              ,                         ,  ,11,0000527689,0,VOYAGER BANK                  ,775 PRAIRIE CENTER DRIVE                ,EDEN PRAIRIE             ,MN,55344     ,41-1450732
2009,0000032185,3,          ,                              ,                         ,  ,02,0007050076,0,R-G PREMIER BANK OF P.R.      ,PO BOX 2510                             ,GUAYNABO                 ,PR,00970-2510,66-0402155
2009,0000032203,3,          ,                              ,                         ,  ,14,0000364580,0,SUMMIT STATE BANK             ,500 BICENTENNIAL WAY                    ,SANTA ROSA               ,CA,95403     ,94-2878925
2009,0000032277,3,          ,                              ,                         ,  ,14,0000094616,0,EASTERN INTERNATIONAL BANK    ,688 NEW HIGH STREET                     ,LOS ANGELES              ,CA,90012     ,95-3833417
2009,0000032284,3,          ,                              ,                         ,  ,09,0000061257,0,COLUMBIA SAVINGS BANK         ,411 LUDLOW AVE.                         ,CINCINNATI               ,OH,45220     ,31-0250670
2009,0000032287,3,          ,                              ,                         ,  ,09,0000521545,0,GEAUGA SAVINGS BANK           ,10800 KINSMAN RD.                       ,NEWBURY                  ,OH,44065     ,34-1375209
2009,0000032327,3,          ,                              ,                         ,  ,02,0000103397,0,ST CASIMIRS SAVINGS BANK      ,2703 FOSTER AVENUE                      ,BALTIMORE                ,MD,21224     ,52-0469950
2009,0000032347,3,          ,                              ,                         ,  ,05,0000292118,0,BLUE RIDGE SAVINGS BANK  INC. ,20 SOUTH PACK SQUARE                    ,ASHEVILLE                ,NC,28801     ,56-1216130
2009,0000032348,3,          ,                              ,                         ,  ,05,0000084241,0,TAYLORSVILLE SAVINGS BANK  SSB,107 MAIN AVE DR                         ,TAYLORSVILLE             ,NC,28681     ,56-0425630
2009,0000032370,3,          ,                              ,                         ,  ,02,0000169324,0,REGAL BANK & TRUST            ,11436 CRONHILL DRIVE  SUITE 1           ,OWINGS MILLS             ,MD,21117     ,52-0790581
2009,0000032487,3,          ,                              ,                         ,  ,11,0000046054,0,1ST CAMERON STATE BANK        ,124 S WALNUT                            ,CAMERON                  ,MO,64429     ,43-1417933
2009,0000032489,3,          ,                              ,                         ,  ,14,0002935360,0,HOMESTREET BANK               ,2000 TWO UNION SQUARE - 601 UNION ST    ,SEATTLE                  ,WA,98101-2326,91-1299114
2009,0000032511,3,          ,                              ,                         ,  ,13,0000163184,0,FIDELITY BANK                 ,9400 OLD HAMMOND HWY                    ,BATON ROUGE              ,LA,70809     ,72-1335319
2009,0000032532,3,          ,                              ,                         ,  ,05,0000134317,0,SOUTH GEORGIA BANK            ,P O BOX 100                             ,GLENNVILLE               ,GA,30427     ,58-1696802
2009,0000032711,3,          ,                              ,                         ,  ,05,0000303231,0,FIRST CHEROKEE STATE BANK     ,9860 HIGHWAY 92                         ,WOODSTOCK                ,GA,30188     ,58-1854631
2009,0000032713,3,          ,                              ,                         ,  ,13,0000851856,0,THE BANK OF NASHVILLE         ,PO BOX 198986                           ,NASHVILLE                ,TN,37219     ,62-1379444
2009,0000032718,3,          ,                              ,                         ,  ,05,0000639659,0,HELM BANK USA                 ,999  BRICKELL AVENUE                    ,MIAMI                    ,FL,33131     ,65-0159184
2009,0000032737,3,          ,                              ,                         ,  ,05,0000179300,0,DRUMMOND COMMUNITY BANK       ,P O BOX 1039  1627 NORTH YOUNG BLVD.    ,CHIEFLAND                ,FL,32644-1039,59-2976493
2009,0000032743,3,          ,                              ,                         ,  ,14,0000252681,0,CIRCLE BANK                   ,1400 GRANT AVENUE                       ,NOVATO                   ,CA,94945     ,68-0180761
2009,0000032744,3,          ,                              ,                         ,  ,05,0000246453,0,BRYAN BANK & TRUST            ,P O BOX 1299                            ,RICHMOND HILL            ,GA,31324     ,58-1864439
2009,0000032745,3,          ,                              ,                         ,  ,11,0000358317,0,ROCKWOOD BANK                 ,219 THRESHER                            ,EUREKA                   ,MO,63025     ,43-1525738
2009,0000032773,3,          ,                              ,                         ,  ,02,0006549060,0,EASTERN BANK                  ,195 MARKET STREET                       ,LYNN                     ,MA,01901     ,04-3067724
2009,0000032779,3,          ,                              ,                         ,  ,14,0001049536,0,BANK OF MARIN                 ,504 REDWOOD BLVD.  STE 100              ,NOVATO                   ,CA,94947     ,68-0197989
2009,0000032836,3,          ,                              ,                         ,  ,02,0000045722,0,PRIME BANK                    ,P.O. BOX 696                            ,ORANGE                   ,CT,06477     ,06-1246521
2009,0000032838,3,          ,                              ,                         ,  ,05,0000469580,0,COMMUNITY FIRST BANK          ,3685 BLUE RIDGE BLVD                    ,WALHALLA                 ,SC,29691     ,57-0899390
2009,0000032904,3,          ,                              ,                         ,  ,02,0000165632,0,COUNTY FIRST BANK             ,PO BOX 2752                             ,LA PLATA                 ,MD,20645     ,52-1659129
2009,0000032907,3,          ,                              ,                         ,  ,09,0000055301,0,THE MORRIS PLAN COMPANY OF TER,PO BOX 9507 817 WABASH AVE              ,TERRE HAUTE              ,IN,47808-9507,35-0530450
2009,0000032917,3,          ,                              ,                         ,  ,05,0000323077,0,ENTERPRISE BANK OF FLORIDA    ,3910 RCA BLVD SUITE 1001                ,PALM BEACH GARDENS       ,FL,33410     ,65-0159259
2009,0000032955,3,          ,WASHINGTON FIRST FIN GROUP    ,SEATTLE                  ,WA,14,0000654049,0,WASHINGTON FIRST INT'L BANK   ,9709 3RD AVE NE SUITE 110               ,SEATTLE                  ,WA,98115     ,91-1466069
2009,0000032968,3,          ,                              ,                         ,  ,05,0000081186,0,COMMUNITY BANK & TRUST - AL   ,P O BOX 310                             ,UNION SPRINGS            ,AL,36089     ,58-1893784
2009,0000032974,3,          ,                              ,                         ,  ,13,0000935627,0,GULF COAST BANK & TRUST CO.   ,200 ST. CHARLES AVE                     ,NEW ORLEANS              ,LA,70130     ,72-1167423
2009,0000032975,3,          ,                              ,                         ,  ,14,0001475098,0,PREMIERWEST BANK              ,P.O. BOX 40                             ,MEDFORD                  ,OR,97501     ,93-1007653
2009,0000033005,3,          ,                              ,                         ,  ,09,0000585799,0,FIRST COLLINSVILLE BANK       ,800 BELTLINE ROAD                       ,COLLINSVILLE             ,IL,62234     ,37-0458520
2009,0000033009,3,          ,                              ,                         ,  ,02,0000389272,0,COUNTY BANK                   ,19927 SHUTTLE ROAD                      ,REHOBOTH BEACH           ,DE,19971     ,51-0317446
2009,0000033010,3,          ,                              ,                         ,  ,05,0000079750,0,FIRST PEOPLES BANK            ,105 CHIPLEY STREET                      ,PINE MOUNTAIN            ,GA,31822-1901,58-1745484
2009,0000033022,3,          ,                              ,                         ,  ,09,0001253995,0,THE BANK OF KENTUCKY INC      ,111 LOOKOUT FARM DRIVE                  ,CRESTVIEW HILLS          ,KY,41017     ,61-1180109
2009,0000033026,3,          ,                              ,                         ,  ,05,0000121138,0,SURETY BANK                   ,990 N WOODLAND BLVD                     ,DELAND                   ,FL,32720     ,59-0580845
2009,0000033029,3,          ,                              ,                         ,  ,13,0003016818,0,HANCOCK BANK OF LOUISIANA     ,PO BOX 591                              ,BATON ROUGE              ,LA,70821-0591,72-1171087
2009,0000033119,3,          ,                              ,                         ,  ,09,0000353237,0,HERITAGE BANK  INC            ,1818 FLORENCE PIKE                      ,BURLINGTON               ,KY,41005     ,61-1174806
2009,0000033126,3,          ,                              ,                         ,  ,09,0000107253,0,PARAGON BANK & TRUST          ,240 EAST 8TH STREET                     ,HOLLAND                  ,MI,49423     ,38-2929995
2009,0000033134,3,          ,                              ,                         ,  ,09,0000361954,0,MICHIGAN COMMERCE BANK        ,2950 STATE STREET SOUTH                 ,ANN ARBOR                ,MI,48104     ,38-2950417
2009,0000033137,3,          ,                              ,                         ,  ,09,0000121200,0,CORNERSTONE COMMUNITY BANK    ,2090 WISCONSIN AVE                      ,GRAFTON                  ,WI,53024     ,39-1674018
2009,0000033141,3,          ,                              ,                         ,  ,02,0001275007,0,SKYLANDS COMMUNITY BANK       ,3975 TOWNSHIP LINE ROAD                 ,BETHLEHEM                ,PA,18020     ,22-2975774
2009,0000033183,3,          ,                              ,                         ,  ,14,0000049605,0,SOUND BANKING COMPANY         ,P O BOX 98719                           ,LAKEWOOD                 ,WA,98496     ,91-1487185
2009,0000033188,3,          ,                              ,                         ,  ,02,0000954082,0,SHINHAN BANK AMERICA          ,330 FIFTH AVENUE                        ,NEW YORK                 ,NY,10001     ,13-3581762
2009,0000033202,3,          ,                              ,                         ,  ,11,0000152939,0,PREMIER BANK ROCHESTER        ,421 1ST AVE SW                          ,ROCHESTER                ,MN,55902     ,41-1677554
2009,0000033204,3,          ,                              ,                         ,  ,11,0000198601,0,PREMIER BANK MINNESOTA        ,417 4TH ST NW                           ,FARIBAULT                ,MN,55021-5030,41-1677555
2009,0000033216,3,          ,                              ,                         ,  ,14,0001002744,0,NORTHRIM BANK                 ,3111 C STREET                           ,ANCHORAGE                ,AK,99503     ,92-0134436
2009,0000033219,3,          ,                              ,                         ,  ,14,0000591639,0,BUTTE COMMUNITY BANK          ,1360 E. LASSEN AVE                      ,CHICO                    ,CA,95973-0000,68-0219301
2009,0000033306,3,          ,                              ,                         ,  ,09,0008449185,0,THE PRIVATEBANK & TRUST CO.   ,120 S. LASALLE STREET                   ,CHICAGO                  ,IL,60603     ,36-3722148
2009,0000033401,3,          ,                              ,                         ,  ,14,0000429155,0,METRO UNITED BANK             ,17870 CASTLETON STREET SUITE 100        ,CITY OF INDUSTRY         ,CA,91748     ,33-0424844
2009,0000033405,3,          ,                              ,                         ,  ,13,0000903610,0,FIRST BANK AND TRUST          ,909 POYDRAS STREET  SUITE 3200          ,NEW ORLEANS              ,LA,70112     ,72-1189233
2009,0000033440,3,          ,                              ,                         ,  ,05,0001022243,0,CITIZENS FIRST BANK           ,1050 LAKE SUMTER LANDING                ,THE VILLAGES             ,FL,32162     ,59-3018034
2009,0000033450,3,          ,                              ,                         ,  ,11,0000163130,0,ARBOR BANK                    ,301 OAKLAND AVANUE  PO BOX 68           ,OAKLAND                  ,IA,51560     ,47-0739886
2009,0000033458,3,          ,                              ,                         ,  ,09,0000344323,0,MONONA STATE BANK             ,5515 MONONA DR                          ,MONONA                   ,WI,53716     ,39-1701359
2009,0000033470,3,          ,                              ,                         ,  ,13,0000070709,0,FIRST STATE BANK OF NWA       ,300 N. COLLEGE                          ,FAYETTEVILLE             ,AR,72701     ,71-0707611
2009,0000033492,3,          ,                              ,                         ,  ,13,0000651188,0,CRESCENT BANK & TRUST         ,1100 POYDRAS ST.  SUITE 100             ,NEW ORLEANS              ,LA,70163     ,72-1195686
2009,0000033493,3,          ,                              ,                         ,  ,14,0000702460,0,TAMALPAIS BANK                ,630 LAS GALLINAS AVE                    ,SAN RAFAEL               ,CA,94903     ,68-0250217
2009,0000033503,3,          ,                              ,                         ,  ,02,0000897635,0,UNITY BANK                    ,64 OLD HIGHWAY 22                       ,CLINTON                  ,NJ,08809     ,22-3110915
2009,0000033508,3,          ,                              ,                         ,  ,14,0000360737,0,MOHAVE STATE BANK             ,1771 MCCULLOCH BLVD                     ,LAKE HAVASU CITY         ,AZ,86403     ,86-0665529
2009,0000033510,3,          ,                              ,                         ,  ,02,0001024982,0,EAST BOSTON SAVINGS BANK      ,67 PROSPECT STREET                      ,PEABODY                  ,MA,01960     ,04-3130808
2009,0000033513,3,          ,1ST INTERNATIONAL BANCORP     ,PLANO                    ,TX,13,0000384995,0,FIRST INTERNATIONAL BANK      ,1912 AVENUE K                           ,PLANO                    ,TX,75074     ,75-2399426
2009,0000033519,3,          ,                              ,                         ,  ,05,0000078396,0,FIRST TUSKEGEE BANK           ,660 ADAMS AVENUE                        ,MONTGOMERY               ,AL,36104     ,58-1962420
2009,0000033527,3,          ,                              ,                         ,  ,05,0001572135,0,BANK OF NORTH CAROLINA        ,1224 EASTCHESTER DR                     ,HIGH POINT               ,NC,27265     ,56-1663154
2009,0000033533,3,          ,                              ,                         ,  ,09,0000376057,0,FOUNDERS BANK & TRUST         ,5200 CASCADE ROAD SE                    ,GRAND RAPIDS             ,MI,49546     ,38-2968600
2009,0000033539,3,          ,                              ,                         ,  ,14,0001483415,0,PREFERRED BANK                ,601 S FIGUEROA STREET; 29TH FLOOR       ,LOS ANGELES              ,CA,90017     ,95-4340199
2009,0000033542,3,          ,                              ,                         ,  ,14,0000125673,0,WESTERN  COMMUNITY BANK       ,375 SOUTH MAIN SUITE #1                 ,ALPINE                   ,UT,84004     ,87-0489793
2009,0000033568,3,          ,                              ,                         ,  ,02,0000069435,0,UNITED BANK OF PHILADELPHIA   ,30 S. 15TH STREET  SUITE 1200           ,PHILADELPHIA             ,PA,19102     ,23-2641659
2009,0000033618,3,          ,                              ,                         ,  ,14,0000579790,0,VIKING BANK                   ,5701 1ST AVE S                          ,SEATTLE                  ,WA,98108     ,91-1543025
2009,0000033645,3,          ,                              ,                         ,  ,02,0000297176,0,LEE BANK                      ,75 PARK ST                              ,LEE                      ,MA,01238     ,04-3158399
2009,0000033708,3,          ,IBC BANCORP INC               ,CHICAGO                  ,IL,09,0000182710,0,INTERNATIONAL BANK OF CHICAGO ,5069 N. BROADWAY ST.                    ,CHICAGO                  ,IL,60640     ,36-3842292
2009,0000033753,3,          ,                              ,                         ,  ,09,0000235930,0,CITIZENS COMMUNITY BANK       ,9 EAST MAIN STREET                      ,MASCOUTAH                ,IL,62258     ,37-1301157
2009,0000033758,3,          ,                              ,                         ,  ,11,0000633776,0,STARION FINANCIAL             ,109 1ST ST NW                           ,MANDAN                   ,ND,58554     ,45-0427679
2009,0000033761,3,          ,                              ,                         ,  ,11,0000257064,0,VILLAGE BANK                  ,3350 BRIDGE STREET NW                   ,ST FRANCIS               ,MN,55070     ,41-1729082
2009,0000033794,3,          ,                              ,                         ,  ,13,0000239331,0,FIRST COMMUNITY BANK OF E. TN ,P O BOX 1384                            ,KINGSPORT                ,TN,37662     ,62-1526027
2009,0000033799,3,          ,                              ,                         ,  ,13,0000311748,0,FIRSTBANK OF NORTHERN COLORADO,1013 EAST HARMONY ROAD                  ,FORT COLLINS             ,CO,80525     ,84-1222656
2009,0000033823,3,          ,                              ,                         ,  ,14,0000133608,0,CAPITAL COMMUNITY BANK        ,3280 N UNIVERSITY AVE                   ,PROVO                    ,UT,84604     ,87-0498008
2009,0000033826,3,          ,                              ,                         ,  ,14,0003091825,0,COLUMBIA STATE BANK           ,1301 A STREET                           ,TACOMA                   ,WA,98402     ,91-0897063
2009,0000033829,3,          ,                              ,                         ,  ,09,0000141073,0,THE BANK-OLDHAM COUNTY INC    ,515 SOUTH FIRST STREET                  ,LAGRANGE                 ,KY,40031-0500,61-1245831
2009,0000033842,3,          ,                              ,                         ,  ,09,0000161213,0,FIRST COMMUNITY BANK          ,165 SOUTH RANDALL ROAD                  ,ELGIN                    ,IL,60123     ,36-3912264
2009,0000033844,3,          ,                              ,                         ,  ,14,0001228335,0,MOUNTAIN WEST BANK            ,101 IRONWOOD DR. STE164                 ,COEUR D'ALENE            ,ID,83814     ,82-0458698
2009,0000033845,3,          ,                              ,                         ,  ,14,0000588731,0,IDAHO INDEPENDENT BANK        ,1260 WEST RIVERSTONE DRIVE              ,COEUR D ALENE            ,ID,83814     ,82-0454590
2009,0000033846,3,          ,                              ,                         ,  ,09,0000274933,0,CITIZENS BANK OF NORTHERN KY  ,103 CHURCHILL DRIVE                     ,NEWPORT                  ,KY,41071     ,61-1246124
2009,0000033859,3,          ,                              ,                         ,  ,02,0000222024,0,CATKILL HUDSON BANK           ,PO BOX 855                              ,ROCK HILL                ,NY,12775     ,14-1765466
2009,0000033873,3,          ,                              ,                         ,  ,09,0000261232,0,LIBERTY BANK                  ,2403 HOMER ADAMS PARKWAY                ,ALTON                    ,IL,62002     ,37-1318457
2009,0000033875,3,          ,                              ,                         ,  ,02,0000244291,0,CHRISTIANA BANK AND TRUST     ,3801 KENNETT PIKE                       ,GREENVILLE               ,DE,19807     ,51-0350191
2009,0000033880,3,          ,                              ,                         ,  ,09,0000066817,0,COMMUNITY BUSINESS BANK       ,1111 SYCAMORE ST - PO BOX 636           ,SAUK CITY                ,WI,53583     ,39-1775770
2009,0000033883,3,          ,                              ,                         ,  ,09,0001119647,0,FIDELITY BANK                 ,4000 ALLEN ROAD                         ,ALLEN PARK               ,MI,48101     ,38-3127130
2009,0000033897,3,          ,                              ,                         ,  ,14,0003008087,0,BANK OF NEVADA                ,2700 W SAHARA AVENUE                    ,LAS VEGAS                ,NV,89102     ,88-0304560
2009,0000033938,3,          ,                              ,                         ,  ,05,0000300190,0,CAPITOL CITY BANK & TRUST CO  ,562 LEE STREET SW                       ,ATLANTA                  ,GA,30310     ,58-1994305
2009,0000033953,3,          ,                              ,                         ,  ,09,0000293492,0,COMMUNITY BANK-WHEATON/GLEN EL,357 ROOSEVELT ROAD                      ,GLEN ELLYN               ,IL,60137     ,36-3931433
2009,0000033963,3,          ,                              ,                         ,  ,09,0000190479,0,SOUTH CENTRAL BANK OF DAVIESS ,300 SOUTHTOWN BLVD                      ,OWENSBORO                ,KY,42303     ,61-1270923
2009,0000033977,3,          ,                              ,                         ,  ,09,0000059048,0,SOUTH CENTRAL BANK            ,2908 RING RD                            ,ELIZABETHTOWN            ,KY,42701     ,61-1273449
2009,0000033978,3,          ,                              ,                         ,  ,09,0000204883,0,MIDDLETON COMMUNITY BANK      ,3207 PARMENTER STREET                   ,MIDDLETON                ,WI,53562     ,39-1806824
2009,0000033983,3,          ,                              ,                         ,  ,14,0000362625,0,CITIZENS BANK OF NORTHERN CA  ,PO BOX 1420                             ,NEVADA CITY              ,CA,95959     ,68-0326006
2009,0000033989,3,          ,                              ,                         ,  ,05,0001101608,0,APPALACHIAN COMMUNITY BANK    ,822 INDUSTRIAL BLVD.                    ,ELLIJAY                  ,GA,30540     ,58-2112894
2009,0000033992,3,          ,                              ,                         ,  ,05,0000430848,0,PREMIER BANK                  ,1910 COMMONWEALTH LANE                  ,TALLAHASSEE              ,FL,32303     ,59-3228475
2009,0000033997,3,          ,                              ,                         ,  ,14,0000177285,0,WESTSIDE COMMUNITY BANK       ,4922 BRIDGEPORT WAY WEST                ,UNIVERSITY PLACE         ,WA,98467     ,91-1656426
2009,0000033999,3,          ,                              ,                         ,  ,02,0000240699,0,SIMSBURY BANK & TRUST COMPANY ,760 HOPMEADOW STREET  P.O. BOX 248      ,SIMSBURY                 ,CT,06070     ,06-1341025
2009,0000034010,3,          ,                              ,                         ,  ,14,0000486880,0,EVERTRUST BANK                ,1600 SOUTH AZUSA AVE.                   ,CITY OF INDUSTRY         ,CA,91748     ,95-4500914
2009,0000034016,3,          ,                              ,                         ,  ,11,0001523574,0,PREMIER BANK                  ,815 WEST STADIUM BLVD.                  ,JEFFERSON CITY           ,MO,65109     ,43-1709810
2009,0000034017,3,          ,                              ,                         ,  ,09,0000091186,0,OHIO RIVER BANK               ,221 RAILROAD STREET                     ,IRONTON                  ,OH,45638     ,31-1426617
2009,0000034023,3,          ,                              ,                         ,  ,13,0000200864,0,TNBANK                        ,401 S ILLINOIS AVE                      ,OAK RIDGE                ,TN,37830     ,62-1574281
2009,0000034038,3,          ,                              ,                         ,  ,09,0000228356,0,PARK RIDGE COMMUNITY BANK     ,626 TALCOTT ROAD                        ,PARK RIDGE               ,IL,60068     ,36-4016035
2009,0000034046,3,          ,                              ,                         ,  ,05,0000162761,0,GLOBAL COMMERCE BANK          ,5150 BUFORD HWY; STE B-130              ,DORAVILLE                ,GA,30340     ,58-2166938
2009,0000034052,3,          ,                              ,                         ,  ,09,0000107758,0,BAY BANK                      ,2555 PACKERLAND DR                      ,GREEN BAY                ,WI,54313     ,39-1806371
2009,0000034053,3,          ,                              ,                         ,  ,11,0000050003,0,HEARTLAND COMMUNITY BANK      ,PO BOX 186                              ,WEEPING WATER            ,NE,68463     ,47-0157530
2009,0000034059,3,          ,                              ,                         ,  ,13,0000459553,0,TRUST ONE BANK                ,1715 ARRON BRENNER DRIVE  STE 100       ,MEMPHIS                  ,TN,38120     ,62-1612207
2009,0000034072,3,          ,                              ,                         ,  ,14,0000334820,0,HERITAGE BANK OF NEVADA       ,1401 S VIRGINIA STREET                  ,RENO                     ,NV,89502     ,88-0335263
2009,0000034074,3,          ,                              ,                         ,  ,09,0000213372,0,CAPITOL BANK                  ,710 N HIGH POINT ROAD                   ,MADISON                  ,WI,53717     ,39-1826700
2009,0000034076,3,          ,                              ,                         ,  ,09,0000244614,0,RIVERSIDE COMMUNITY BANK      ,1398 CENTRAL AVENUE                     ,DUBUQUE                  ,IA,52001     ,36-1060280
2009,0000034087,3,          ,                              ,                         ,  ,11,0000875983,0,LIBERTY BANK                  ,4625 S NATIONAL                         ,SPRINGFIELD              ,MO,65810-2772,43-1723517
2009,0000034090,3,          ,                              ,                         ,  ,09,0000389128,0,AMERICAN ENTERPRISE BANK      ,600 N BUFFALO GROVE RD                  ,BUFFALO GROVE            ,IL,60089     ,36-4024609
2009,0000034092,3,          ,                              ,                         ,  ,05,0000272170,0,COMMUNITY BANK OF MANATEE     ,6000 STATE ROAD 70 EAST                 ,BRADENTON                ,FL,34203     ,59-3324560
2009,0000034093,3,          ,                              ,                         ,  ,14,0000300410,0,MBANK                         ,1290 NE BURNSIDE                        ,GRESHAM                  ,OR,97030     ,93-1188748
2009,0000034101,3,          ,                              ,                         ,  ,09,0000422603,0,RIDGESTONE BANK               ,13925 W. NORTH AVENUE                   ,BROOKFIELD               ,WI,53005     ,39-1821638
2009,0000034102,3,          ,                              ,                         ,  ,05,0001613240,0,SUMMIT COMMUNITY BANK         ,PO BOX 680                              ,MOOREFIELD               ,WV,26836     ,55-0744997
2009,0000034106,3,          ,                              ,                         ,  ,14,0000213506,0,ALBINA COMMUNITY BANK         ,2002 NE M L KING JR BLVD                ,PORTLAND                 ,OR,97212-3722,93-1191199
2009,0000034107,3,          ,                              ,                         ,  ,13,0000184259,0,FIRSTBANK OF COLORADO SPRINGS ,817 VILLAGE CENTER DRIVE                ,COLORADO SPRINGS         ,CO,80919     ,84-1325348
2009,0000034108,3,          ,                              ,                         ,  ,09,0000088144,0,PAN AMERICAN MORTGAGE  LLC    ,6232 N PULASKI  STE 300                 ,CHICAGO                  ,IL,60646     ,32-0025201
2009,0000034116,3,          ,                              ,                         ,  ,05,0000128374,0,FIRST BANK OF DALTON          ,118 NORTH HAMILTON STREET               ,DALTON                   ,GA,30720     ,58-2163015
2009,0000034119,3,          ,                              ,                         ,  ,11,0000190853,0,CONCORD BANK                  ,12040 TESSON FERRY ROAD                 ,ST LOUIS                 ,MO,63128     ,43-1719270
